student_id,current_stage,current_course_or_class,age,gender,tenth_percentage,twelfth_or_diploma_percentage,graduation_percentage,math_score,programming_score,communication_score,logical_reasoning_score,creativity_score,leadership_score,teamwork_score,problem_solving_score,coding_interest,design_interest,data_interest,business_interest,security_interest,cloud_interest,preferred_work_type,preferred_subroles,preferred_domain,personality_type,certifications_count,project_count,internship_experience,favorite_subject,current_skills,target_career
ST0965,BTech,BTech_IT,22,Male,80.62,52.35,65.71,8,5,4,6,6,6,10,6,5,1,4,4,4,3,Creative,"UI Design, Frontend Design",AI-ML,Creative,3,1,No,DBMS,"Python, TensorFlow, Ethical Hacking",Data Scientist
ST0966,BCA,BCA,25,Female,68.37,94.33,74.78,5,3,6,5,3,4,8,7,3,3,2,3,1,2,Creative,"Visual Prototyping, UI Design",Security,Analytical,2,1,No,Python,"Azure, Angular",Business Analyst
ST0967,Pursuing_Diploma,Diploma_IT,25,Male,55.09,45.0,0.0,7,6,9,3,8,9,9,5,3,5,4,5,5,4,Management,"Operations, Product Owner",Web,Creative,1,3,No,Math,"JavaScript, PowerBI",Database Administrator
ST0968,BCA,BCA,26,Female,75.04,78.72,61.85,8,6,7,3,9,4,4,6,3,3,1,1,5,1,Creative,"Content Creation, Visual Prototyping",Cloud,Creative,0,4,Yes,Web,"Math, Adobe XD, Keras",DevOps Engineer
ST0969,Pursuing_12th,Science,19,Female,82.0,0.0,0.0,3,4,6,7,3,3,10,9,4,5,5,2,1,4,Analytical,"Risk Assessment, Data Analysis",AI-ML,Analytical,1,3,No,Statistics,"Project Management, Photoshop, Illustrator, Canva",Database Administrator
ST0970,BTech,BTech_CSE,19,Female,59.51,61.45,64.03,3,8,4,7,5,5,9,5,3,4,5,5,4,5,Creative,"Content Creation, Frontend Design",Web,Leader,2,3,No,Python,"Project Management, R, Agile",Cloud Engineer
ST0971,Diploma,Diploma_IT,19,Female,70.79,79.54,0.0,6,7,4,7,3,3,9,7,2,1,5,4,2,2,Analytical,"Quality Assurance, Data Analysis",Web,Leader,2,2,Yes,Python,"CSS, WordPress",Cybersecurity Analyst
ST0972,12th,Arts,18,Male,75.95,72.08,0.0,4,4,5,7,6,6,7,3,4,5,1,5,3,1,Creative,"Frontend Design, Content Creation",Web,Analytical,0,2,Yes,Web,"Excel, Wireshark, SQL",Software Tester
ST0973,BTech,BTech_Civil,24,Female,69.94,62.38,69.66,5,7,7,7,3,7,8,9,4,3,4,4,5,5,Technical,"DevOps, App Development",Security,Analytical,1,1,No,Math,"HTML, PyTorch, Math",Database Administrator
ST0974,Pursuing_12th,Commerce,18,Female,69.17,0.0,0.0,8,6,3,6,5,4,4,4,4,5,2,4,4,5,Technical,"DevOps, App Development",Security,Creative,0,2,Yes,Statistics,"Market Research, Project Management, Kubernetes",Data Scientist
ST0975,10th,General,16,Female,82.28,0.0,0.0,4,6,8,7,7,7,5,10,3,2,3,4,1,1,Technical,"App Development, Software Engineering",AI-ML,Analytical,0,0,No,Python,"TensorFlow, Network Security",Software Tester
ST0976,Pursuing_12th,Science,19,Female,88.55,0.0,0.0,8,7,3,5,6,8,9,5,4,5,1,2,4,1,Creative,"Frontend Design, UI Design",Data,Analytical,0,2,No,UI Design,"Scikit-Learn, Tableau, PowerBI",Full Stack Developer
ST0977,Pursuing_BTech,BTech_Civil,24,Female,72.8,54.54,0.0,8,4,3,8,7,3,8,4,4,2,5,1,3,1,Analytical,"Data Analysis, Risk Assessment",AI-ML,Analytical,0,2,No,Python,"Terraform, AWS, Photoshop, Docker",Cybersecurity Analyst
ST0978,Graduate,BCom,20,Male,70.2,75.33,61.03,3,7,6,7,8,8,8,8,2,4,5,5,1,5,Management,"Team Lead, Product Owner",Data,Logical,1,1,No,Statistics,"Adobe XD, Wireshark, Cryptography",Database Administrator
ST0979,12th,Arts,18,Female,63.28,100.0,0.0,7,5,5,8,6,4,7,5,2,3,4,2,2,3,Technical,"Software Engineering, System Admin",AI-ML,Creative,2,5,Yes,DBMS,"WordPress, Python",Cybersecurity Analyst
ST0980,Pursuing_BTech,BTech_IT,20,Female,69.89,93.53,0.0,6,3,7,7,4,8,9,6,1,4,1,4,2,3,Management,"Operations, Product Owner",Cloud,Analytical,1,2,Yes,UI Design,"Wireshark, Ethical Hacking",Data Scientist
ST0981,Graduate,BBA,20,Other,84.99,62.98,66.9,6,8,4,5,5,6,8,6,5,5,2,2,4,2,Technical,"DevOps, App Development",Security,Creative,1,2,No,UI Design,"Tableau, Ethical Hacking, Network Security",Backend Developer
ST0982,Pursuing_Diploma,Diploma_IT,22,Female,92.2,65.32,0.0,6,5,5,4,5,7,10,7,4,1,2,5,2,3,Technical,"Software Engineering, App Development",Security,Leader,1,2,No,Web,"Market Research, PHP",Web Developer
ST0983,Pursuing_12th,Commerce,18,Male,80.88,0.0,0.0,7,3,10,4,7,8,5,3,1,2,2,4,4,3,Management,"Scrum Master, Team Lead",Data,Analytical,0,1,No,Python,"Excel, Tableau, Linux, PowerBI",UI/UX Designer
ST0984,Diploma,Diploma_CSE,19,Male,74.53,77.5,0.0,6,4,8,6,6,7,6,6,1,5,3,2,5,1,Creative,"UI Design, Visual Prototyping",Security,Leader,0,3,No,DBMS,"AWS, Linux, Cryptography, Ethical Hacking",Full Stack Developer
ST0985,Pursuing_Diploma,Diploma_Mech,23,Male,72.52,73.76,0.0,8,6,8,5,5,5,10,8,4,3,5,4,3,4,Technical,"Software Engineering, System Admin",Web,Logical,2,1,No,Statistics,"PyTorch, Math, Canva, Keras",Backend Developer
ST0986,Pursuing_BTech,BTech_ECE,20,Female,81.8,83.66,0.0,4,7,3,9,8,5,4,4,5,5,2,3,5,1,Analytical,"Data Analysis, Quality Assurance",AI-ML,Logical,2,3,No,Networking,"Figma, Angular, Illustrator",Backend Developer
ST0987,Graduate,BCom,19,Other,64.31,77.82,67.05,6,9,5,6,7,3,9,5,5,5,4,4,1,3,Technical,"Software Engineering, System Admin",AI-ML,Creative,0,0,No,Networking,"Figma, Docker, Illustrator, Canva",Web Developer
ST0988,Pursuing_Diploma,Diploma_Mech,22,Male,62.8,50.83,0.0,8,5,8,5,6,6,4,7,3,4,1,3,5,3,Management,"Team Lead, Product Owner",Cloud,Logical,2,1,No,Web,"PyTorch, Scikit-Learn",Business Analyst
ST0989,10th,General,15,Male,53.15,0.0,0.0,5,5,3,4,7,5,4,7,2,4,1,1,2,2,Analytical,"Quality Assurance, Risk Assessment",Cloud,Creative,0,3,No,Web,"Figma, Photoshop, React, Illustrator",Backend Developer
ST0990,Pursuing_Diploma,Diploma_ECE,26,Female,89.31,65.51,0.0,5,9,8,3,7,6,5,9,1,1,2,1,3,5,Technical,"System Admin, Software Engineering",Web,Analytical,1,4,Yes,UI Design,"Keras, Adobe XD, Canva",Full Stack Developer
ST0991,Pursuing_BTech,BTech_Civil,19,Female,69.76,69.64,0.0,7,3,8,6,7,7,10,8,4,2,2,1,4,4,Management,"Scrum Master, Product Owner",Data,Analytical,1,3,No,Statistics,"Python, Agile, Keras",Cybersecurity Analyst
ST0992,12th,Arts,19,Male,67.73,71.7,0.0,5,5,9,5,4,7,5,6,1,3,2,3,4,1,Management,"Product Owner, Team Lead",Cloud,Logical,0,1,No,DBMS,"JavaScript, WordPress, CSS, Pandas",ML Engineer
ST0993,Diploma,Diploma_Mech,23,Male,100.0,73.36,0.0,7,5,3,7,4,3,10,7,3,5,1,5,3,4,Technical,"DevOps, App Development",AI-ML,Analytical,0,1,No,Python,"HTML, JavaScript, CRM, Node.js",Software Tester
ST0994,BCA,BCA,25,Female,67.05,80.27,89.59,10,7,8,8,6,8,4,10,2,5,1,5,5,4,Analytical,"Market Research, Data Analysis",AI-ML,Leader,4,2,No,UI Design,"Market Research, Excel, Pandas",Data Scientist
ST0995,Pursuing_12th,Science,17,Male,87.55,0.0,0.0,6,3,5,8,7,8,9,3,3,2,1,4,3,4,Creative,"Content Creation, Visual Prototyping",Cloud,Analytical,2,2,Yes,UI Design,"Wireshark, Ethical Hacking",Full Stack Developer
ST0996,Diploma,Diploma_IT,23,Female,67.32,71.75,0.0,7,5,7,8,5,7,5,3,3,1,5,1,5,3,Management,"Operations, Product Owner",Web,Leader,0,0,No,DBMS,"Excel, Project Management",Database Administrator
ST0997,BCA,BCA,26,Female,84.82,77.81,66.63,5,6,3,4,4,3,7,4,2,4,4,1,1,5,Technical,"Software Engineering, System Admin",AI-ML,Creative,1,3,No,Math,"Terraform, Photoshop",ML Engineer
ST0998,10th,General,17,Other,83.16,0.0,0.0,6,4,6,4,7,7,10,5,5,5,5,1,2,1,Technical,"DevOps, Software Engineering",Data,Leader,2,3,No,Networking,"Terraform, Project Management, Azure, Kubernetes",Data Scientist
ST0999,Pursuing_12th,Science,17,Female,88.92,0.0,0.0,8,10,8,6,7,6,6,6,5,1,4,5,4,5,Technical,"System Admin, DevOps",Security,Creative,1,0,Yes,Statistics,"Excel, Docker",Full Stack Developer
ST1000,Graduate,BCom,22,Male,54.6,60.04,66.07,5,7,8,5,5,3,6,5,2,1,3,2,5,4,Analytical,"Risk Assessment, Quality Assurance",Security,Analytical,3,1,Yes,DBMS,"CSS, Angular, Node.js",Software Tester
ST1001,BCA,BCA,24,Female,63.14,61.31,71.43,3,4,6,9,8,5,6,5,1,4,1,5,1,3,Creative,"Visual Prototyping, UI Design",Data,Logical,0,3,No,Statistics,"CSS, Linux",DevOps Engineer
ST1002,Pursuing_BTech,BTech_Civil,25,Male,60.99,75.31,0.0,4,4,8,5,3,5,5,5,3,3,1,5,3,4,Management,"Product Owner, Team Lead",Security,Logical,2,2,No,Networking,"AWS, Adobe XD, Canva",Backend Developer
ST1003,Pursuing_Diploma,Diploma_Mech,24,Male,92.19,57.38,0.0,3,5,4,5,8,8,8,6,4,4,5,1,2,5,Analytical,"Market Research, Quality Assurance",Security,Leader,2,1,No,DBMS,"Scikit-Learn, Figma",Backend Developer
ST1004,10th,General,16,Female,98.09,0.0,0.0,8,5,8,5,9,3,8,4,5,1,3,2,4,4,Technical,"System Admin, Software Engineering",Data,Creative,0,2,No,Math,"Communication, Pandas",Full Stack Developer
ST1005,BCA,BCA,20,Male,83.82,71.96,78.91,3,4,3,5,5,4,9,3,4,3,2,2,2,5,Creative,"UI Design, Frontend Design",Web,Creative,1,1,No,DBMS,"Azure, Linux, Kubernetes",Full Stack Developer
ST1006,Pursuing_Diploma,Diploma_CSE,24,Male,77.23,78.63,0.0,4,4,3,8,6,4,9,3,4,4,1,4,4,2,Creative,"UI Design, Content Creation",Data,Analytical,0,1,No,UI Design,"Photoshop, Adobe XD, Canva",Business Analyst
ST1007,Graduate,BBA,19,Male,54.95,57.22,58.52,8,6,4,4,4,4,6,7,3,4,2,4,1,4,Analytical,"Market Research, Data Analysis",Data,Leader,2,2,No,Math,"Scikit-Learn, Excel, TensorFlow",Software Tester
ST1008,10th,General,16,Female,73.79,0.0,0.0,4,8,9,6,7,8,8,3,1,5,4,5,4,1,Management,"Product Owner, Scrum Master",Web,Logical,0,2,Yes,UI Design,"Python, Adobe XD",Business Analyst
ST1009,BCA,BCA,22,Male,72.69,62.91,51.76,7,3,8,8,4,3,9,9,3,4,5,5,2,3,Analytical,"Data Analysis, Market Research",AI-ML,Logical,1,3,No,Web,"Docker, Illustrator",Full Stack Developer
ST1010,Diploma,Diploma_ECE,26,Other,77.17,45.0,0.0,7,4,6,7,6,3,7,5,5,2,5,2,5,3,Creative,"UI Design, Frontend Design",Security,Analytical,0,1,No,Statistics,"AWS, Wireshark, Network Security",Business Analyst
ST1011,Pursuing_Diploma,Diploma_CSE,19,Male,91.23,57.31,0.0,4,8,7,4,7,6,9,10,1,1,4,5,3,3,Technical,"App Development, Software Engineering",Security,Analytical,0,1,Yes,Math,"HTML, AWS, Docker",Full Stack Developer
ST1012,BTech,BTech_CSE,22,Male,87.75,89.0,62.76,4,8,4,8,6,6,6,5,2,5,4,2,5,2,Analytical,"Risk Assessment, Market Research",AI-ML,Creative,2,3,No,Python,"Math, Python, TensorFlow, Cryptography",UI/UX Designer
ST1013,BTech,BTech_Civil,26,Female,97.09,83.61,81.51,7,7,3,3,7,5,4,7,2,5,2,3,4,5,Technical,"DevOps, Software Engineering",Cloud,Leader,1,1,No,Python,"Terraform, HTML",Web Developer
ST1014,BCA,BCA,19,Male,77.7,68.65,52.22,6,7,6,6,4,8,9,10,1,5,3,3,4,2,Technical,"App Development, System Admin",Data,Logical,1,1,No,Math,"JavaScript, Kubernetes",DevOps Engineer
ST1015,Pursuing_Diploma,Diploma_Mech,23,Male,83.32,86.92,0.0,6,8,7,5,6,5,10,8,5,2,4,3,5,4,Creative,"Frontend Design, UI Design",AI-ML,Analytical,1,1,No,UI Design,"JavaScript, Canva",Software Tester
ST1016,Graduate,BCA,26,Male,93.75,80.37,67.14,5,3,8,4,8,7,10,5,4,2,5,4,2,4,Creative,"UI Design, Content Creation",AI-ML,Analytical,1,1,No,UI Design,"Figma, Project Management, Agile",UI/UX Designer
ST1017,10th,General,17,Male,65.25,0.0,0.0,8,7,3,7,3,4,9,7,3,2,3,4,3,1,Technical,"System Admin, DevOps",Security,Logical,1,0,No,Statistics,"Market Research, Statistics",DevOps Engineer
ST1018,Pursuing_Diploma,Diploma_ECE,26,Other,77.09,67.7,0.0,5,9,4,6,8,7,8,5,4,5,3,5,4,4,Technical,"System Admin, App Development",Web,Analytical,2,3,Yes,Python,"Agile, Cryptography, Ethical Hacking",Database Administrator
ST1019,Pursuing_Diploma,Diploma_Mech,25,Female,80.43,74.71,0.0,4,8,4,4,7,7,4,7,4,5,1,5,5,5,Creative,"Frontend Design, Visual Prototyping",AI-ML,Logical,0,3,No,Statistics,"PyTorch, Math, Canva",Full Stack Developer
ST1020,Diploma,Diploma_ECE,19,Female,87.33,69.8,0.0,5,6,6,3,6,7,7,8,2,5,5,2,4,1,Technical,"Software Engineering, App Development",Web,Leader,2,1,No,Python,"Terraform, Scikit-Learn, Linux, Docker",Cloud Engineer
ST1021,Pursuing_12th,Science,19,Male,70.48,0.0,0.0,8,3,7,4,6,4,9,6,4,5,1,3,5,2,Analytical,"Risk Assessment, Market Research",Web,Leader,1,4,Yes,UI Design,"Kubernetes, Keras",Software Tester
ST1022,BTech,BTech_CSE,21,Female,89.69,77.0,79.33,7,6,4,3,9,5,7,5,2,3,1,1,4,1,Technical,"App Development, Software Engineering",AI-ML,Creative,1,2,No,Python,"PyTorch, Project Management",ML Engineer
ST1023,BCA,BCA,21,Female,97.49,65.0,68.47,7,3,7,4,9,8,10,7,4,1,1,1,4,4,Creative,"Visual Prototyping, Content Creation",Security,Creative,1,3,No,UI Design,"Linux, Docker, Photoshop",ML Engineer
ST1024,Pursuing_12th,Science,17,Female,88.54,0.0,0.0,5,5,3,6,7,7,6,7,5,1,3,4,3,2,Technical,"System Admin, Software Engineering",Cloud,Leader,1,1,No,DBMS,"R, PowerBI, Statistics",Business Analyst
ST1025,Pursuing_BTech,BTech_CSE,25,Male,72.58,62.75,0.0,5,5,7,6,8,7,4,5,2,3,2,5,2,2,Creative,"Frontend Design, Content Creation",Web,Analytical,0,1,Yes,Networking,"CSS, Wireshark",DevOps Engineer
ST1026,Graduate,BTech_IT,20,Male,82.7,67.67,51.45,6,5,3,4,7,3,10,6,4,3,2,3,2,5,Analytical,"Risk Assessment, Market Research",AI-ML,Creative,6,3,No,Networking,"CSS, WordPress, Angular, Agile",ML Engineer
ST1027,12th,Commerce,17,Male,64.03,58.84,0.0,6,6,3,7,8,4,4,3,1,2,3,3,2,5,Creative,"Content Creation, Visual Prototyping",Cloud,Logical,1,0,No,DBMS,"AWS, R",Software Tester
ST1028,Pursuing_12th,Arts,18,Female,79.96,0.0,0.0,7,10,7,7,8,6,6,8,1,5,1,5,2,5,Technical,"App Development, System Admin",AI-ML,Creative,1,1,No,Statistics,"Figma, Python, PowerBI",Full Stack Developer
ST1029,Graduate,BSc_CS,23,Female,67.27,82.51,77.96,7,4,4,5,5,6,6,6,1,3,3,2,5,5,Creative,"Content Creation, UI Design",AI-ML,Analytical,0,0,No,Web,"Terraform, Azure",Backend Developer
ST1030,10th,General,17,Male,83.54,0.0,0.0,4,4,6,3,8,8,10,3,3,1,5,4,3,1,Management,"Team Lead, Product Owner",AI-ML,Analytical,1,4,Yes,Python,"PyTorch, PowerBI, Keras",Business Analyst
ST1031,Pursuing_Diploma,Diploma_ECE,26,Female,63.82,81.02,0.0,4,4,6,7,3,6,7,7,4,5,3,3,1,4,Creative,"UI Design, Frontend Design",AI-ML,Leader,2,2,Yes,UI Design,"PyTorch, Math, Network Security, Keras",Software Tester
ST1032,Pursuing_12th,Science,19,Male,99.96,0.0,0.0,4,6,3,4,6,8,6,5,1,4,4,3,1,5,Creative,"Content Creation, Frontend Design",Web,Leader,1,1,Yes,Math,"Azure, Linux, Network Security",Database Administrator
ST1033,Pursuing_12th,Commerce,18,Female,82.82,0.0,0.0,8,3,4,6,7,5,4,5,3,4,1,2,2,5,Management,"Team Lead, Operations",Security,Logical,2,1,No,Statistics,"Communication, Project Management, Linux, Agile",Data Scientist
ST1034,Graduate,BTech_IT,23,Female,84.03,81.55,66.93,7,6,4,10,7,7,6,7,4,3,2,5,1,3,Creative,"Frontend Design, Visual Prototyping",Security,Logical,0,0,No,UI Design,"R, Statistics",Backend Developer
ST1035,BTech,BTech_ECE,19,Male,63.01,46.89,70.15,7,6,4,8,5,3,10,7,1,3,4,3,4,1,Creative,"Frontend Design, Content Creation",AI-ML,Leader,3,0,No,Statistics,"Figma, Adobe XD, Illustrator",Web Developer
ST1036,BTech,BTech_Civil,25,Female,73.69,79.38,65.03,7,3,8,7,8,8,10,5,4,2,1,5,5,5,Creative,"Content Creation, Visual Prototyping",Security,Logical,0,1,No,Web,"Communication, Project Management, CRM, React",Cybersecurity Analyst
ST1037,BCA,BCA,23,Female,74.0,95.73,59.46,5,7,3,6,5,4,4,6,5,4,2,1,2,1,Technical,"System Admin, Software Engineering",Security,Logical,2,2,No,Math,"Cryptography, React",Database Administrator
ST1038,Graduate,BTech_IT,24,Other,83.81,71.58,75.76,8,6,6,6,6,4,4,6,2,2,1,4,3,1,Technical,"App Development, DevOps",AI-ML,Analytical,1,0,No,UI Design,"Adobe XD, Cryptography",Web Developer
ST1039,10th,General,16,Female,65.21,0.0,0.0,6,5,7,8,8,5,4,7,4,3,1,4,5,5,Management,"Team Lead, Operations",Web,Analytical,4,0,Yes,Math,"Figma, Canva, Wireshark, Illustrator",Full Stack Developer
ST1040,Pursuing_BTech,BTech_ECE,20,Male,94.62,92.32,0.0,4,8,4,9,3,5,9,6,2,2,3,4,2,3,Technical,"Software Engineering, App Development",Data,Logical,0,3,No,Networking,"PyTorch, Python, Photoshop",Web Developer
ST1041,Graduate,BTech_IT,22,Female,86.73,79.29,73.82,6,4,4,6,3,3,8,6,5,2,5,3,5,2,Analytical,"Data Analysis, Market Research",Cloud,Leader,0,2,No,Statistics,"Scikit-Learn, Project Management",Cybersecurity Analyst
ST1042,Graduate,BSc_CS,20,Male,81.13,45.0,52.02,9,5,6,4,9,8,8,10,4,4,2,4,3,1,Analytical,"Market Research, Data Analysis",Web,Creative,3,2,No,DBMS,"HTML, CSS, Figma",ML Engineer
ST1043,Pursuing_BTech,BTech_ECE,20,Female,90.69,79.44,0.0,3,6,4,6,6,3,10,7,5,2,3,3,3,4,Technical,"App Development, DevOps",Cloud,Analytical,1,3,No,Networking,"Terraform, Market Research, Project Management",Business Analyst
ST1044,BCA,BCA,26,Male,90.8,90.91,82.53,4,6,8,3,6,8,7,9,5,3,1,5,5,5,Analytical,"Quality Assurance, Market Research",Cloud,Leader,0,3,No,Math,"JavaScript, PyTorch, Math, TensorFlow",Backend Developer
ST1045,Pursuing_Diploma,Diploma_Mech,23,Male,72.43,86.56,0.0,7,8,8,6,8,4,8,10,3,2,3,5,4,4,Technical,"Software Engineering, App Development",Data,Logical,0,1,No,Python,"Keras, WordPress, React",Full Stack Developer
ST1046,Pursuing_Diploma,Diploma_CSE,24,Male,72.01,90.97,0.0,7,6,5,4,7,5,4,10,2,2,4,2,3,4,Analytical,"Quality Assurance, Data Analysis",Security,Analytical,1,2,No,Statistics,"Scikit-Learn, Math, Python, Keras",Web Developer
ST1047,10th,General,16,Female,81.18,0.0,0.0,10,5,7,6,6,4,10,3,4,3,5,2,2,2,Creative,"Content Creation, UI Design",Data,Analytical,0,1,Yes,Python,"Figma, Linux, Adobe XD, Illustrator",ML Engineer
ST1048,Pursuing_BTech,BTech_Civil,19,Female,91.95,80.94,0.0,8,8,5,5,4,5,9,8,2,1,5,2,5,1,Creative,"Frontend Design, Visual Prototyping",AI-ML,Analytical,2,1,No,Web,"Figma, Market Research, Canva",Software Tester
ST1049,Diploma,Diploma_CSE,26,Female,72.33,62.27,0.0,6,4,4,7,5,3,5,4,1,5,2,2,3,2,Analytical,"Market Research, Risk Assessment",Web,Creative,1,1,No,Networking,"Market Research, TensorFlow, Communication, Agile",Database Administrator
ST1050,Pursuing_Diploma,Diploma_ECE,20,Male,100.0,99.47,0.0,4,7,7,4,5,8,8,3,1,5,5,3,4,2,Creative,"Visual Prototyping, Content Creation",AI-ML,Analytical,1,1,No,Networking,"CRM, Wireshark, Agile",Web Developer
ST1051,Graduate,BCA,24,Female,68.39,70.41,71.38,5,6,4,6,4,5,10,7,2,2,3,3,5,1,Analytical,"Data Analysis, Risk Assessment",Security,Analytical,0,1,No,Networking,"Tableau, Python, PowerBI, Wireshark",Web Developer
ST1052,Diploma,Diploma_IT,26,Other,76.79,55.9,0.0,7,7,6,5,8,6,10,5,4,1,4,2,4,1,Analytical,"Quality Assurance, Market Research",Data,Creative,0,2,No,Networking,"PyTorch, Math, Python",Database Administrator
ST1053,10th,General,15,Female,84.32,0.0,0.0,4,8,5,5,4,6,8,5,5,1,2,5,3,3,Analytical,"Risk Assessment, Data Analysis",AI-ML,Analytical,0,2,No,UI Design,"Scikit-Learn, Tableau, Python, Keras",Cloud Engineer
ST1054,10th,General,15,Other,74.94,0.0,0.0,7,4,7,8,6,4,10,9,3,3,4,2,3,4,Analytical,"Quality Assurance, Data Analysis",Data,Logical,1,3,No,Python,"Market Research, Math, CRM",DevOps Engineer
ST1055,Diploma,Diploma_Mech,25,Male,87.65,100.0,0.0,4,9,8,7,7,7,5,7,1,3,5,4,4,2,Technical,"App Development, DevOps",Security,Leader,0,2,No,Web,"Scikit-Learn, CSS, Python, Keras",UI/UX Designer
ST1056,10th,General,16,Male,85.84,0.0,0.0,4,8,8,5,6,10,7,4,2,2,4,2,5,5,Management,"Team Lead, Operations",Cloud,Creative,1,0,No,Python,"PowerBI, HTML, CSS, Angular",Business Analyst
ST1057,12th,Commerce,18,Female,94.99,86.63,0.0,4,4,3,6,7,3,7,4,1,2,2,3,2,4,Technical,"Software Engineering, System Admin",Web,Leader,2,2,No,Math,"Terraform, Azure, R",Full Stack Developer
ST1058,BTech,BTech_ECE,24,Male,71.04,61.01,78.27,6,3,5,8,5,3,9,7,3,5,4,5,3,1,Creative,"Frontend Design, Content Creation",AI-ML,Logical,2,3,No,Python,"Terraform, Linux, Docker, Keras",Data Scientist
ST1059,BTech,BTech_Civil,22,Female,72.69,70.52,52.94,4,10,6,7,5,4,5,4,5,1,1,2,1,4,Technical,"System Admin, DevOps",Data,Creative,3,3,No,Web,"AWS, Tableau, Linux",Cloud Engineer
ST1060,12th,Commerce,17,Male,66.62,62.18,0.0,6,7,4,8,5,3,4,7,4,1,3,3,1,4,Technical,"System Admin, DevOps",Cloud,Logical,2,2,No,Math,"PyTorch, AWS",Business Analyst
ST1061,BCA,BCA,26,Male,84.82,68.96,63.75,6,8,6,10,6,4,6,6,5,5,2,5,1,4,Technical,"App Development, Software Engineering",Web,Logical,0,2,No,Web,"AWS, CRM",Software Tester
ST1062,Pursuing_12th,Commerce,19,Female,96.95,0.0,0.0,5,6,5,4,5,4,9,8,5,3,4,4,1,3,Analytical,"Quality Assurance, Data Analysis",Web,Logical,2,0,No,UI Design,"Communication, Kubernetes",ML Engineer
ST1063,BTech,BTech_Civil,25,Female,63.58,73.24,58.35,4,8,7,8,5,9,8,5,2,5,3,3,5,3,Management,"Operations, Scrum Master",Security,Leader,0,2,No,Math,"PyTorch, TensorFlow, Ethical Hacking",UI/UX Designer
ST1064,BCA,BCA,22,Male,75.61,59.2,74.06,4,5,3,8,4,5,7,6,1,4,1,3,1,2,Creative,"Content Creation, Frontend Design",Cloud,Leader,1,1,No,Statistics,"Azure, Canva",Business Analyst
ST1065,12th,Science,19,Male,73.7,73.27,0.0,7,6,8,3,8,6,6,7,4,5,1,2,2,2,Creative,"UI Design, Content Creation",AI-ML,Leader,1,2,No,DBMS,"Docker, React",DevOps Engineer
ST1066,12th,Science,17,Male,72.01,87.22,0.0,6,8,3,4,6,3,9,6,5,3,3,2,4,4,Technical,"Software Engineering, System Admin",AI-ML,Creative,0,4,Yes,Web,"Linux, Network Security",UI/UX Designer
ST1067,10th,General,16,Male,63.9,0.0,0.0,6,9,5,7,3,7,9,6,3,5,2,2,1,3,Technical,"Software Engineering, App Development",Cloud,Analytical,1,1,No,Networking,"Scikit-Learn, Pandas, Python, Keras",Web Developer
ST1068,Graduate,BBA,23,Male,83.36,53.04,56.58,4,6,3,9,8,6,8,6,3,1,4,2,1,1,Analytical,"Data Analysis, Risk Assessment",Data,Logical,0,2,No,DBMS,"Project Management, CRM, Photoshop, Agile",DevOps Engineer
ST1069,Diploma,Diploma_CSE,25,Male,66.54,83.34,0.0,5,7,8,5,6,7,7,6,4,1,3,1,5,2,Analytical,"Quality Assurance, Data Analysis",Cloud,Logical,1,2,No,Python,"Market Research, CRM, SQL, Agile",Backend Developer
ST1070,Pursuing_Diploma,Diploma_Mech,22,Female,84.97,64.45,0.0,8,8,3,4,8,8,8,9,1,1,2,5,3,3,Technical,"System Admin, Software Engineering",AI-ML,Analytical,2,1,Yes,Math,"CSS, PHP, Angular, Adobe XD",Data Scientist
ST1071,BTech,BTech_IT,19,Male,78.15,84.44,66.66,8,6,9,6,3,4,6,8,2,4,2,5,2,2,Management,"Scrum Master, Operations",Data,Logical,0,1,No,Python,"Communication, Scikit-Learn, Agile",Full Stack Developer
ST1072,BCA,BCA,26,Other,70.74,90.53,92.7,3,6,7,6,8,8,5,3,1,3,1,1,2,1,Creative,"Frontend Design, Visual Prototyping",Web,Logical,0,1,No,Math,"Adobe XD, Canva",Backend Developer
ST1073,BTech,BTech_ECE,22,Other,66.96,78.14,62.9,7,5,8,5,7,3,5,3,2,5,3,5,1,4,Creative,"Content Creation, Visual Prototyping",Cloud,Analytical,2,2,No,DBMS,"Tableau, Python",ML Engineer
ST1074,Graduate,BBA,19,Male,61.32,75.0,56.12,3,4,9,4,6,4,4,3,1,3,3,1,5,2,Management,"Operations, Scrum Master",Security,Creative,0,1,No,Networking,"PyTorch, CRM",DevOps Engineer
ST1075,Graduate,BCA,23,Female,90.36,84.79,74.34,4,9,6,6,7,5,6,8,2,2,4,5,5,5,Technical,"App Development, Software Engineering",Data,Leader,2,4,Yes,DBMS,"Scikit-Learn, Math, Pandas, Python",Database Administrator
ST1076,Pursuing_12th,Commerce,17,Female,76.04,0.0,0.0,3,7,8,9,3,3,7,6,2,5,3,1,2,5,Creative,"Content Creation, Visual Prototyping",Web,Logical,2,1,No,UI Design,"Figma, Linux, Illustrator, Canva",Web Developer
ST1077,Graduate,BCom,19,Male,64.76,80.65,59.53,6,6,4,6,5,6,8,3,1,5,4,5,1,3,Creative,"Frontend Design, UI Design",Security,Logical,2,4,Yes,Python,"Terraform, Azure",DevOps Engineer
ST1078,12th,Science,18,Other,76.41,49.99,0.0,4,8,8,4,9,9,8,4,4,5,5,1,4,1,Management,"Product Owner, Team Lead",Data,Creative,1,1,No,Python,"Market Research, Math, Python",Backend Developer
